Mã,Chỉ số,2020,2021,2022,2023,2024
LMI,Chỉ số thanh toán hiện thời,1.17,1.15,1.16,1.12,NaN
LMI,Chỉ số thanh toán nhanh,0.86,0.89,0.93,0.57,NaN
LMI,Chỉ số thanh toán tiền mặt,0.09,0.06,0.03,0.28,NaN
LMI,Đòn bẩy tài chính,3.52,3.62,3.68,3.4,NaN
LMI,Khả năng chi trả lãi vay,1.26,1.15,1.11,1.39,NaN
LNC,Biên EBIT (%),3.45,1.51,3.4,-0.38,NaN
LNC,Biên lợi nhuận gộp (%),14.45,12.57,15.5,12.91,NaN
LNC,Biên lợi nhuận ròng (%),1.1,0.87,0.65,0.87,NaN
LNC,Chỉ số thanh toán hiện thời,0.19,0.13,0.15,0.11,NaN
LNC,Chỉ số thanh toán nhanh,0.11,0.06,0.05,0.02,NaN
LNC,Chỉ số thanh toán tiền mặt,0.01,0.04,0.01,0.0,NaN
LNC,Đòn bẩy tài chính,2.86,3.01,3.06,3.05,NaN
LNC,Khả năng chi trả lãi vay,1.07,0.72,0.74,-0.05,NaN
LO5,Biên EBIT (%),-32.15,-39.48,-22.78,-29.46,-2.0
LO5,Biên lợi nhuận gộp (%),-23.88,-29.21,0.61,-18.69,7.75
LO5,Biên lợi nhuận ròng (%),-58.76,-83.35,-54.92,-39.06,-12.01
LO5,Chỉ số thanh toán hiện thời,0.81,0.71,0.66,0.62,0.61
LO5,Chỉ số thanh toán nhanh,0.31,0.28,0.23,0.23,0.2
LO5,Chỉ số thanh toán tiền mặt,0.0,0.0,0.0,0.0,0.0
LO5,Đòn bẩy tài chính,-25.39,-5.75,-3.6,-2.76,-2.49
LO5,Khả năng chi trả lãi vay,-1.27,-1.1,-0.91,-763.63,-6.7
LPB,Đòn bẩy tài chính,17.03,17.21,13.62,11.22,11.73
LPT,Biên EBIT (%),4.13,11.84,4.85,0.99,5.23
LPT,Biên lợi nhuận gộp (%),10.58,16.46,9.03,3.08,7.74
LPT,Biên lợi nhuận ròng (%),3.74,10.39,4.07,0.9,4.11
LPT,Chỉ số thanh toán hiện thời,4.2,3.22,7.43,1.83,6.08
LPT,Chỉ số thanh toán nhanh,3.77,2.97,6.98,1.2,2.51
LPT,Chỉ số thanh toán tiền mặt,0.22,0.89,1.28,0.01,0.1
LPT,Đòn bẩy tài chính,1.26,1.35,1.14,1.98,1.16
LPT,Khả năng chi trả lãi vay,15.29,17.72,15.19,5.69,87.74
LQN,Biên EBIT (%),-2.91,-22.3,-48.78,-34.67,NaN
LQN,Biên lợi nhuận gộp (%),25.2,11.38,-4.28,0.54,NaN
LQN,Biên lợi nhuận ròng (%),-10.75,-38.08,-79.42,-65.01,NaN
LQN,Chỉ số thanh toán hiện thời,0.79,0.78,0.73,0.69,NaN
LQN,Chỉ số thanh toán nhanh,0.42,0.41,0.39,0.37,NaN
LQN,Chỉ số thanh toán tiền mặt,0.02,0.01,0.01,0.01,NaN
LQN,Đòn bẩy tài chính,13.02,27.96,-17.25,-3.45,NaN
LQN,Khả năng chi trả lãi vay,-0.26,-1.86,-2.45,-1.68,NaN
LSG,Biên EBIT (%),NaN,NaN,NaN,-1214.76,-277.25
LSG,Biên lợi nhuận gộp (%),NaN,NaN,NaN,38.34,69.47
LSG,Biên lợi nhuận ròng (%),NaN,NaN,NaN,629.56,79.76
LSG,Chỉ số thanh toán hiện thời,1.15,2.26,2.82,1.25,9.83
LSG,Chỉ số thanh toán nhanh,0.85,1.37,1.31,1.19,8.95
LSG,Chỉ số thanh toán tiền mặt,0.0,0.01,0.02,0.03,1.44
LSG,Đòn bẩy tài chính,4.25,2.8,2.22,2.24,2.26
LSG,Khả năng chi trả lãi vay,-0.08,-0.05,-0.1,-0.12,-0.06
LSS,Biên EBIT (%),2.9,3.03,3.51,5.82,6.49
LSS,Biên lợi nhuận gộp (%),8.86,9.06,9.97,11.27,11.72
LSS,Biên lợi nhuận ròng (%),1.24,1.55,1.67,3.6,3.82
LSS,Chỉ số thanh toán hiện thời,0.99,1.1,1.35,1.33,1.33
LSS,Chỉ số thanh toán nhanh,0.49,0.38,0.42,0.59,0.26
LSS,Chỉ số thanh toán tiền mặt,0.04,0.06,0.02,0.14,0.05
LSS,Đòn bẩy tài chính,1.54,1.58,1.54,1.59,1.77
LSS,Khả năng chi trả lãi vay,3.4,4.85,2.5,3.61,3.62
LTC,Biên EBIT (%),-6.04,-8.56,NaN,-43.23,NaN
LTC,Biên lợi nhuận gộp (%),7.0,9.92,NaN,1.35,NaN
LTC,Biên lợi nhuận ròng (%),-105.77,-92.48,NaN,21.0,NaN
LTC,Chỉ số thanh toán hiện thời,1.1,1.08,1.08,1.1,NaN
LTC,Chỉ số thanh toán nhanh,0.98,0.96,0.96,0.98,NaN
LTC,Chỉ số thanh toán tiền mặt,0.02,0.02,0.02,0.02,NaN
LTC,Đòn bẩy tài chính,4.89,5.37,5.29,5.65,NaN
LTC,Khả năng chi trả lãi vay,-0.06,-0.11,NaN,-0.3,NaN
LTG,Biên EBIT (%),8.36,7.26,7.41,5.32,NaN
LTG,Biên lợi nhuận gộp (%),22.11,19.2,18.38,15.39,NaN
LTG,Biên lợi nhuận ròng (%),4.91,4.09,3.52,0.1,NaN
LTG,Chỉ số thanh toán hiện thời,1.32,1.27,1.15,1.12,NaN
LTG,Chỉ số thanh toán nhanh,0.67,0.75,0.74,0.87,NaN
LTG,Chỉ số thanh toán tiền mặt,0.19,0.38,0.15,0.06,NaN
LTG,Đòn bẩy tài chính,2.44,2.59,2.77,3.74,NaN
LTG,Khả năng chi trả lãi vay,7.01,4.82,3.62,1.47,NaN
LUT,Biên EBIT (%),7.5,3.3,-122.45,NaN,NaN
LUT,Biên lợi nhuận gộp (%),9.71,6.96,-36.13,NaN,NaN
LUT,Biên lợi nhuận ròng (%),0.02,0.3,-139.33,NaN,NaN
LUT,Chỉ số thanh toán hiện thời,1.35,1.35,1.12,1.13,NaN
LUT,Chỉ số thanh toán nhanh,0.52,0.36,0.34,0.34,NaN
LUT,Chỉ số thanh toán tiền mặt,0.0,0.0,0.0,0.0,NaN
LUT,Đòn bẩy tài chính,3.07,2.67,4.41,4.5,NaN
LUT,Khả năng chi trả lãi vay,0.77,0.71,-20.55,NaN,NaN
M10,Biên EBIT (%),2.17,2.05,3.03,2.41,2.33
M10,Biên lợi nhuận gộp (%),13.6,11.77,10.89,10.55,11.93
M10,Biên lợi nhuận ròng (%),1.92,2.19,2.72,2.49,2.1
M10,Chỉ số thanh toán hiện thời,1.13,1.07,1.08,1.11,1.08
M10,Chỉ số thanh toán nhanh,0.43,0.45,0.52,0.62,0.62
M10,Chỉ số thanh toán tiền mặt,0.06,0.03,0.18,0.1,0.12
M10,Đòn bẩy tài chính,4.02,4.64,4.69,4.28,4.6
M10,Khả năng chi trả lãi vay,4.37,5.41,7.22,3.07,3.83
MA1,Biên EBIT (%),23.35,23.17,43.97,45.2,NaN
MA1,Biên lợi nhuận gộp (%),28.42,29.29,50.73,51.41,NaN
MA1,Biên lợi nhuận ròng (%),14.73,14.19,30.5,33.82,NaN
MA1,Chỉ số thanh toán hiện thời,0.68,0.69,1.08,0.95,NaN
MA1,Chỉ số thanh toán nhanh,0.67,0.67,0.96,0.94,NaN
MA1,Chỉ số thanh toán tiền mặt,0.03,0.24,0.63,0.77,NaN
MA1,Đòn bẩy tài chính,2.23,1.94,1.64,1.36,NaN
MA1,Khả năng chi trả lãi vay,2.74,2.36,7.29,16.85,NaN
MAC,Biên EBIT (%),0.47,-10.86,-6.2,9.79,-4.95
MAC,Biên lợi nhuận gộp (%),12.68,5.24,14.79,22.66,8.66
MAC,Biên lợi nhuận ròng (%),0.96,-16.4,10.95,55.16,35.13
MAC,Chỉ số thanh toán hiện thời,2.54,1.92,4.58,6.4,7.18
MAC,Chỉ số thanh toán nhanh,1.89,1.58,4.07,6.18,6.97
MAC,Chỉ số thanh toán tiền mặt,0.19,0.33,0.65,1.2,1.3
MAC,Đòn bẩy tài chính,1.27,1.29,1.12,1.11,1.16
MAC,Khả năng chi trả lãi vay,0.37,-20.91,-66.91,8.37,-14.3
MAS,Biên EBIT (%),-13.36,-39.96,2.77,3.49,4.6
MAS,Biên lợi nhuận gộp (%),1.73,-17.37,14.6,17.27,18.03
MAS,Biên lợi nhuận ròng (%),-11.4,-32.91,1.21,2.51,4.12
MAS,Chỉ số thanh toán hiện thời,0.5,0.48,0.55,0.85,1.11
MAS,Chỉ số thanh toán nhanh,0.33,0.37,0.39,0.6,0.84
MAS,Chỉ số thanh toán tiền mặt,0.16,0.2,0.13,0.21,0.54
MAS,Đòn bẩy tài chính,2.27,2.74,2.45,2.34,2.09
MAS,Khả năng chi trả lãi vay,-7.65,-17.34,2.71,4.56,16.89
MBB,Đòn bẩy tài chính,9.88,9.72,9.15,9.77,9.64
MBG,Biên EBIT (%),5.23,10.69,9.45,-10.42,10.54
MBG,Biên lợi nhuận gộp (%),5.92,11.41,10.44,-5.65,13.71
MBG,Biên lợi nhuận ròng (%),4.01,9.28,8.24,-11.03,9.01
MBG,Chỉ số thanh toán hiện thời,10.16,6.9,8.21,20.54,11.0
MBG,Chỉ số thanh toán nhanh,8.28,4.64,5.77,14.49,6.11
MBG,Chỉ số thanh toán tiền mặt,0.41,1.59,0.53,1.58,1.07
MBG,Đòn bẩy tài chính,1.07,1.11,1.1,1.04,1.07
MBG,Khả năng chi trả lãi vay,27.23,120.45,60.53,-18.65,8.69
MBN,Biên EBIT (%),3.09,2.76,0.24,1.13,NaN
MBN,Biên lợi nhuận gộp (%),7.13,7.97,5.49,7.33,NaN
MBN,Biên lợi nhuận ròng (%),2.83,2.57,0.18,0.92,NaN
MBN,Chỉ số thanh toán hiện thời,1.6,1.83,2.08,2.25,NaN
MBN,Chỉ số thanh toán nhanh,1.57,1.76,2.0,2.07,NaN
MBN,Chỉ số thanh toán tiền mặt,0.39,0.77,0.27,0.66,NaN
MBN,Đòn bẩy tài chính,1.41,1.27,1.23,1.23,NaN
MBN,Khả năng chi trả lãi vay,479.06,NaN,7.76,76.93,NaN
MBS,Biên EBIT (%),46.37,46.29,53.12,59.41,46.82
MBS,Biên lợi nhuận gộp (%),56.05,57.59,62.93,68.53,54.82
MBS,Biên lợi nhuận ròng (%),24.09,26.46,26.26,32.16,23.83
MBS,Chỉ số thanh toán hiện thời,1.41,1.59,1.68,1.49,1.54
MBS,Chỉ số thanh toán tiền mặt,0.02,0.02,0.03,0.06,0.13
MBS,Đòn bẩy tài chính,3.41,3.24,2.37,3.04,3.2
MBS,Khả năng chi trả lãi vay,2.76,3.21,2.65,2.92,2.7
MBT,Biên EBIT (%),NaN,NaN,NaN,-1.07,NaN
MBT,Biên lợi nhuận gộp (%),NaN,NaN,NaN,48.55,NaN
MBT,Biên lợi nhuận ròng (%),NaN,NaN,NaN,46.6,NaN
MBT,Chỉ số thanh toán hiện thời,NaN,NaN,NaN,2.58,NaN
MBT,Chỉ số thanh toán nhanh,NaN,NaN,NaN,2.58,NaN
MBT,Chỉ số thanh toán tiền mặt,NaN,NaN,NaN,1.02,NaN
MBT,Đòn bẩy tài chính,NaN,NaN,0.0,2.04,NaN
MBT,Khả năng chi trả lãi vay,NaN,NaN,NaN,-0.01,NaN
MCC,Biên EBIT (%),5.41,6.71,7.7,0.57,14.36
MCC,Biên lợi nhuận gộp (%),16.79,20.39,19.47,23.38,37.81
MCC,Biên lợi nhuận ròng (%),4.66,5.22,6.69,0.88,6.91
MCC,Chỉ số thanh toán hiện thời,1.45,1.24,1.49,1.2,1.14
MCC,Chỉ số thanh toán nhanh,0.18,0.55,0.67,0.36,0.44
MCC,Chỉ số thanh toán tiền mặt,0.0,0.24,0.22,0.11,0.34
MCC,Đòn bẩy tài chính,1.24,1.31,1.23,1.26,1.18
MCC,Khả năng chi trả lãi vay,13.03,7.85,9.94,0.22,7.17
MCF,Biên EBIT (%),2.41,3.3,4.15,3.35,1.44
MCF,Biên lợi nhuận gộp (%),9.99,10.6,13.36,11.28,8.6
MCF,Biên lợi nhuận ròng (%),1.91,2.46,2.58,2.45,2.01
MCF,Chỉ số thanh toán hiện thời,2.87,1.7,2.18,3.0,2.23
MCF,Chỉ số thanh toán nhanh,1.13,0.44,0.58,0.77,0.51
MCF,Chỉ số thanh toán tiền mặt,0.21,0.05,0.07,0.13,0.04
MCF,Đòn bẩy tài chính,1.32,1.88,1.58,1.37,1.65
MCF,Khả năng chi trả lãi vay,6.66,2.69,3.45,4.87,1.18
MCG,Biên EBIT (%),7.78,-6.88,-177.57,-74.66,12.84
MCG,Biên lợi nhuận gộp (%),14.4,-2.84,11.58,5.01,20.44
MCG,Biên lợi nhuận ròng (%),-0.98,-29.13,-183.18,-2.68,-15.58
MCG,Chỉ số thanh toán hiện thời,1.31,1.07,0.34,0.28,0.23
MCG,Chỉ số thanh toán nhanh,0.71,0.83,0.15,0.16,0.12
MCG,Chỉ số thanh toán tiền mặt,0.0,0.04,0.01,0.03,0.01
MCG,Đòn bẩy tài chính,4.02,3.69,5.56,5.52,5.73
MCG,Khả năng chi trả lãi vay,1.85,-21.93,NaN,-2.01,0.48
MCH,Biên EBIT (%),21.22,21.38,21.14,23.8,24.35
MCH,Biên lợi nhuận gộp (%),42.49,42.45,41.26,45.94,46.62
MCH,Biên lợi nhuận ròng (%),19.7,19.9,20.51,25.47,25.64
MCH,Chỉ số thanh toán hiện thời,0.93,1.9,2.59,1.74,0.71
MCH,Chỉ số thanh toán nhanh,0.74,1.7,2.34,1.58,0.53
MCH,Chỉ số thanh toán tiền mặt,0.37,1.1,0.56,0.42,0.39
MCH,Đòn bẩy tài chính,1.79,1.78,1.49,1.54,2.46
MCH,Khả năng chi trả lãi vay,17.29,26.26,18.56,13.85,22.97
MCM,Biên EBIT (%),9.29,9.15,9.24,8.35,5.29
MCM,Biên lợi nhuận gộp (%),31.47,30.71,32.49,32.17,29.09
MCM,Biên lợi nhuận ròng (%),9.94,10.91,11.06,11.94,7.54
MCM,Chỉ số thanh toán hiện thời,4.13,7.65,8.92,7.57,5.6
MCM,Chỉ số thanh toán nhanh,3.1,6.97,8.01,6.73,5.1
MCM,Chỉ số thanh toán tiền mặt,0.09,0.32,1.31,0.2,0.1
MCM,Đòn bẩy tài chính,1.34,1.14,1.11,1.12,1.17
MCM,Khả năng chi trả lãi vay,NaN,1644.98,454.86,NaN,89.09
MCO,Biên EBIT (%),0.92,0.46,0.63,0.48,0.48
MCO,Biên lợi nhuận gộp (%),5.7,4.14,8.59,3.33,11.55
MCO,Biên lợi nhuận ròng (%),0.13,0.14,0.3,0.39,0.49
MCO,Chỉ số thanh toán hiện thời,0.98,0.99,1.12,1.11,1.17
MCO,Chỉ số thanh toán nhanh,0.85,0.88,0.87,0.9,0.88
MCO,Chỉ số thanh toán tiền mặt,0.07,0.04,0.13,0.1,0.05
MCO,Đòn bẩy tài chính,2.75,2.84,2.58,2.81,2.39
MCO,Khả năng chi trả lãi vay,1.19,1.64,1.26,1.32,0.74
MCP,Biên EBIT (%),1.35,6.72,3.67,5.01,3.94
MCP,Biên lợi nhuận gộp (%),6.71,14.69,10.15,12.21,11.73
MCP,Biên lợi nhuận ròng (%),2.8,5.24,2.19,3.54,6.36
MCP,Chỉ số thanh toán hiện thời,2.01,2.21,2.8,3.36,6.93
MCP,Chỉ số thanh toán nhanh,1.31,1.19,1.24,1.78,5.45
MCP,Chỉ số thanh toán tiền mặt,0.35,0.22,0.07,0.16,0.4
MCP,Đòn bẩy tài chính,1.74,1.5,1.34,1.28,1.15
MCP,Khả năng chi trả lãi vay,0.88,7.12,4.84,15.46,74.77
MDA,Biên EBIT (%),4.79,6.77,1.73,4.56,NaN
MDA,Biên lợi nhuận gộp (%),19.0,18.77,11.76,17.5,NaN
MDA,Biên lợi nhuận ròng (%),3.21,4.82,0.86,3.02,NaN
MDA,Chỉ số thanh toán hiện thời,0.95,1.14,1.27,1.5,NaN
MDA,Chỉ số thanh toán nhanh,0.29,0.49,1.03,1.27,NaN
MDA,Chỉ số thanh toán tiền mặt,0.01,0.0,0.21,0.02,NaN
MDA,Đòn bẩy tài chính,3.13,2.53,2.31,2.19,NaN
MDA,Khả năng chi trả lãi vay,3.37,12.69,3.11,7.0,NaN
MDC,Biên EBIT (%),2.92,3.03,5.23,3.51,3.32
MDC,Biên lợi nhuận gộp (%),7.84,8.81,10.9,9.75,10.47
MDC,Biên lợi nhuận ròng (%),1.13,1.31,3.2,1.96,2.05
MDC,Chỉ số thanh toán hiện thời,0.59,0.51,0.87,0.68,0.69
MDC,Chỉ số thanh toán nhanh,0.43,0.24,0.73,0.53,0.58
MDC,Chỉ số thanh toán tiền mặt,0.0,0.01,0.01,0.01,0.0
MDC,Đòn bẩy tài chính,6.02,4.55,4.59,3.25,3.5
MDC,Khả năng chi trả lãi vay,1.4,1.87,4.28,3.27,4.8
MDF,Biên EBIT (%),8.99,12.6,2.67,1.15,1.9
MDF,Biên lợi nhuận gộp (%),16.93,19.3,9.92,11.53,9.93
MDF,Biên lợi nhuận ròng (%),2.74,7.67,0.26,-3.35,0.33
MDF,Chỉ số thanh toán hiện thời,0.88,0.95,0.74,0.79,0.82
MDF,Chỉ số thanh toán nhanh,0.32,0.15,0.29,0.3,0.4
MDF,Chỉ số thanh toán tiền mặt,0.2,0.09,0.09,0.03,0.1
MDF,Đòn bẩy tài chính,1.87,1.8,1.86,1.91,1.61
MDF,Khả năng chi trả lãi vay,1.62,4.73,1.11,0.24,0.79
MDG,Biên EBIT (%),3.5,11.1,7.95,-9.96,4.95
MDG,Biên lợi nhuận gộp (%),12.01,22.63,19.23,20.12,23.24
MDG,Biên lợi nhuận ròng (%),3.23,7.45,5.99,-13.17,1.76
MDG,Chỉ số thanh toán hiện thời,1.28,1.33,1.37,1.18,1.15
MDG,Chỉ số thanh toán nhanh,1.14,1.17,1.22,1.04,1.04
MDG,Chỉ số thanh toán tiền mặt,0.16,0.11,0.13,0.07,0.12
MDG,Đòn bẩy tài chính,2.33,2.32,2.31,2.81,2.5
MDG,Khả năng chi trả lãi vay,2.01,5.46,5.39,-3.61,1.95
MEC,Biên EBIT (%),-14.74,-2.1,NaN,-13.24,NaN
MEC,Biên lợi nhuận gộp (%),-5.6,13.52,NaN,8.43,NaN
MEC,Biên lợi nhuận ròng (%),-44.56,-55.58,NaN,-57.41,NaN
MEC,Chỉ số thanh toán hiện thời,0.72,0.68,NaN,0.58,NaN
MEC,Chỉ số thanh toán nhanh,0.45,0.43,NaN,0.39,NaN
MEC,Chỉ số thanh toán tiền mặt,0.01,0.01,NaN,0.0,NaN
MEC,Đòn bẩy tài chính,-11.83,-7.56,NaN,-4.89,NaN
MEC,Khả năng chi trả lãi vay,-0.35,-0.03,NaN,-0.35,NaN
MED,Biên EBIT (%),5.22,2.37,2.27,3.52,4.99
MED,Biên lợi nhuận gộp (%),22.42,19.74,19.55,20.63,20.87
MED,Biên lợi nhuận ròng (%),4.68,1.05,1.5,2.92,3.43
MED,Chỉ số thanh toán hiện thời,1.21,1.03,1.21,1.27,1.46
MED,Chỉ số thanh toán nhanh,0.91,0.73,0.91,0.84,0.89
MED,Chỉ số thanh toán tiền mặt,0.16,0.14,0.22,0.16,0.25
MED,Đòn bẩy tài chính,2.88,3.02,2.17,1.83,1.52
MED,Khả năng chi trả lãi vay,4.68,1.73,1.82,2.63,9.15
MEF,Biên EBIT (%),11.07,12.83,11.76,12.94,NaN
MEF,Biên lợi nhuận gộp (%),22.07,22.75,21.95,23.93,NaN
MEF,Biên lợi nhuận ròng (%),8.76,10.15,9.64,10.7,NaN
MEF,Chỉ số thanh toán hiện thời,2.39,2.63,3.2,3.46,NaN
MEF,Chỉ số thanh toán nhanh,1.47,1.61,2.15,2.36,NaN
MEF,Chỉ số thanh toán tiền mặt,0.53,0.52,0.83,1.05,NaN
MEF,Đòn bẩy tài chính,1.41,1.33,1.27,1.26,NaN
MEF,Khả năng chi trả lãi vay,19.4,170.41,NaN,1299.52,NaN
MEL,Biên EBIT (%),4.21,13.53,3.81,5.04,3.05
MEL,Biên lợi nhuận gộp (%),5.86,15.79,5.63,7.03,4.41
MEL,Biên lợi nhuận ròng (%),0.86,9.17,0.73,0.66,0.92
MEL,Chỉ số thanh toán hiện thời,1.18,1.38,1.42,1.45,1.4
MEL,Chỉ số thanh toán nhanh,0.21,0.25,0.25,0.23,0.25
MEL,Chỉ số thanh toán tiền mặt,0.03,0.02,0.04,0.02,0.04
MEL,Đòn bẩy tài chính,3.13,2.76,2.61,2.58,2.81
MEL,Khả năng chi trả lãi vay,1.34,5.43,1.46,1.2,1.1
MES,Biên EBIT (%),-65.92,-79.92,-99.35,-151.71,-73.36
MES,Biên lợi nhuận gộp (%),2.58,-10.03,-15.42,14.78,26.0
MES,Biên lợi nhuận ròng (%),-40.1,-54.7,-3.3,-134.82,-22.45
MES,Chỉ số thanh toán hiện thời,4.76,4.43,6.46,5.57,7.1
MES,Chỉ số thanh toán nhanh,4.44,4.13,5.93,5.07,6.43
MES,Chỉ số thanh toán tiền mặt,1.26,1.18,1.15,0.99,0.18
MES,Đòn bẩy tài chính,1.08,1.09,1.04,1.04,1.03
MEY,Biên EBIT (%),-18.48,1.29,1.95,NaN,NaN
MEY,Biên lợi nhuận gộp (%),59.68,28.08,33.41,NaN,NaN
MEY,Biên lợi nhuận ròng (%),-18.39,1.31,1.61,NaN,NaN
MEY,Chỉ số thanh toán hiện thời,1.85,0.82,1.13,NaN,NaN
MEY,Chỉ số thanh toán nhanh,1.41,0.75,1.07,NaN,NaN
MEY,Chỉ số thanh toán tiền mặt,0.16,0.14,0.02,NaN,NaN
MEY,Đòn bẩy tài chính,4.06,13.38,20.76,NaN,NaN
MEY,Khả năng chi trả lãi vay,-122.4,13.47,42.99,NaN,NaN
MFS,Biên EBIT (%),4.76,6.42,5.35,4.08,NaN
MFS,Biên lợi nhuận gộp (%),7.89,9.89,9.15,8.0,NaN
MFS,Biên lợi nhuận ròng (%),4.33,5.98,5.21,5.11,NaN
MFS,Chỉ số thanh toán hiện thời,2.59,2.78,2.94,3.34,NaN
MFS,Chỉ số thanh toán nhanh,2.52,2.74,2.91,3.31,NaN
MFS,Chỉ số thanh toán tiền mặt,0.98,0.43,0.25,0.43,NaN
MFS,Đòn bẩy tài chính,1.61,1.54,1.49,1.41,NaN
MGC,Biên EBIT (%),2.6,1.89,2.61,2.97,NaN
MGC,Biên lợi nhuận gộp (%),12.85,13.44,14.27,16.33,NaN
MGC,Biên lợi nhuận ròng (%),1.34,0.95,1.62,1.64,NaN
MGC,Chỉ số thanh toán hiện thời,1.09,1.19,1.3,1.49,NaN
MGC,Chỉ số thanh toán nhanh,1.04,1.15,1.25,1.38,NaN
MGC,Chỉ số thanh toán tiền mặt,0.01,0.01,0.02,0.03,NaN
MGC,Đòn bẩy tài chính,3.02,2.48,2.28,1.89,NaN
MGC,Khả năng chi trả lãi vay,3.4,2.32,3.88,3.25,NaN
MGG,Biên EBIT (%),0.58,0.74,1.73,0.47,NaN
MGG,Biên lợi nhuận gộp (%),13.27,14.73,12.82,12.14,NaN
MGG,Biên lợi nhuận ròng (%),1.03,1.46,1.81,1.31,NaN
MGG,Chỉ số thanh toán hiện thời,1.12,1.1,1.1,1.1,NaN
MGG,Chỉ số thanh toán nhanh,0.91,0.88,0.86,1.07,NaN
MGG,Chỉ số thanh toán tiền mặt,0.49,0.3,0.36,0.39,NaN
MGG,Đòn bẩy tài chính,3.74,4.54,4.47,3.96,NaN
MGG,Khả năng chi trả lãi vay,2.16,3.75,6.5,1.07,NaN
MGR,Biên EBIT (%),12.07,-20.88,-52.87,-206.12,-814.52
MGR,Biên lợi nhuận gộp (%),26.07,16.29,23.89,10.23,2.91
MGR,Biên lợi nhuận ròng (%),7.87,-20.14,-70.93,-196.4,-862.78
MGR,Chỉ số thanh toán hiện thời,2.52,5.26,5.74,5.55,6.45
MGR,Chỉ số thanh toán nhanh,2.4,4.68,4.93,4.69,5.01
MGR,Chỉ số thanh toán tiền mặt,0.87,0.66,0.28,0.63,0.29
MGR,Đòn bẩy tài chính,1.22,1.12,1.1,1.11,1.1
MGR,Khả năng chi trả lãi vay,1891.72,-258.82,-373.98,-363.37,NaN
MH3,Biên EBIT (%),29.8,26.76,33.03,9.22,21.98
MH3,Biên lợi nhuận gộp (%),47.69,42.06,43.94,23.84,43.24
MH3,Biên lợi nhuận ròng (%),60.08,57.11,59.34,29.25,51.66
MH3,Chỉ số thanh toán hiện thời,14.86,9.76,11.7,9.45,63.52
MH3,Chỉ số thanh toán nhanh,14.86,9.71,11.67,9.42,63.33
MH3,Chỉ số thanh toán tiền mặt,2.23,0.26,0.87,3.54,0.14
MH3,Đòn bẩy tài chính,3.65,3.96,3.83,2.19,2.04
MH3,Khả năng chi trả lãi vay,160.37,NaN,NaN,NaN,NaN
MHC,Biên EBIT (%),-43.33,-32.9,-30.19,-5.45,-113.05
MHC,Biên lợi nhuận gộp (%),1.79,16.74,-3.33,5.58,-1.7
MHC,Biên lợi nhuận ròng (%),-5.18,204.36,-60.68,19.52,82.7
MHC,Chỉ số thanh toán hiện thời,9.64,4.31,3.55,22.32,3.41
MHC,Chỉ số thanh toán nhanh,9.62,4.26,3.51,22.16,3.4
MHC,Chỉ số thanh toán tiền mặt,0.14,0.52,0.13,0.32,0.07
MHC,Đòn bẩy tài chính,1.67,2.59,2.23,1.33,1.7
MHC,Khả năng chi trả lãi vay,-0.31,-0.19,-0.29,-0.16,-0.8
MHL,Biên EBIT (%),2.57,-6.97,NaN,-60.89,NaN
MHL,Biên lợi nhuận gộp (%),9.31,2.3,NaN,-6.7,NaN
MHL,Biên lợi nhuận ròng (%),0.23,-7.93,NaN,-138.31,NaN
MHL,Chỉ số thanh toán hiện thời,1.12,0.97,NaN,0.93,NaN
MHL,Chỉ số thanh toán nhanh,0.38,0.24,NaN,0.84,NaN
MHL,Chỉ số thanh toán tiền mặt,0.06,0.01,NaN,0.0,NaN
MHL,Đòn bẩy tài chính,3.82,6.35,NaN,14.5,NaN
MHL,Khả năng chi trả lãi vay,1.07,-2.55,NaN,-1.71,NaN
MIC,Biên EBIT (%),2.7,8.71,13.35,11.42,NaN
MIC,Biên lợi nhuận gộp (%),29.83,22.68,31.29,23.83,NaN
MIC,Biên lợi nhuận ròng (%),0.26,3.06,8.73,5.97,NaN
MIC,Chỉ số thanh toán hiện thời,1.14,1.12,0.76,0.61,NaN
MIC,Chỉ số thanh toán nhanh,0.85,0.9,0.63,0.48,NaN
MIC,Chỉ số thanh toán tiền mặt,0.12,0.22,0.13,0.01,NaN
MIC,Đòn bẩy tài chính,1.76,1.84,1.94,2.05,NaN
MIC,Khả năng chi trả lãi vay,1.98,9.95,10.52,6.63,NaN
MIE,Biên EBIT (%),1.42,2.57,0.53,3.07,2.39
MIE,Biên lợi nhuận gộp (%),9.04,10.97,9.38,12.73,10.78
MIE,Biên lợi nhuận ròng (%),0.43,0.01,-0.1,0.48,0.4
MIE,Chỉ số thanh toán hiện thời,1.51,1.6,1.67,1.64,1.62
MIE,Chỉ số thanh toán nhanh,1.04,0.95,0.96,0.93,0.91
MIE,Chỉ số thanh toán tiền mặt,0.08,0.03,0.05,0.06,0.06
MIE,Đòn bẩy tài chính,1.78,1.7,1.67,1.72,1.78
MIE,Khả năng chi trả lãi vay,0.92,1.01,0.23,0.94,0.9
MIG,Biên EBIT (%),0.96,1.82,0.99,1.52,0.04
MIG,Biên lợi nhuận gộp (%),18.27,18.68,15.36,15.68,14.98
MIG,Biên lợi nhuận ròng (%),8.07,8.43,4.23,7.81,6.55
MIG,Chỉ số thanh toán hiện thời,1.05,1.2,1.09,1.21,1.25
MIG,Chỉ số thanh toán nhanh,0.74,0.76,0.57,0.69,0.7
